,negative,positive,total
sake,5,4,9
salad,1,0,1
salaries,2,2,4
salary,4,2,6
sale,4,2,6
sales,8,2,10
salesforce,1,0,1
salesman,1,0,1
salesmen,1,0,1
salinsky,1,0,1
sallbuzz,1,0,1
salmon,2,0,2
salt,3,0,3
salty,2,2,4
salute,1,1,2
salvation,0,1,1
salzburg,1,0,1
sam,6,2,8
samaritan,0,1,1
same,128,80,208
samford,1,0,1
sami,1,0,1
sammy,1,0,1
samrat,2,0,2
samsung,0,1,1
samurai,1,0,1
san,2,2,4
sanchez,0,1,1
sanctimonious,2,0,2
sanctimony,1,0,1
sanctioned,1,0,1
sanctions,7,1,8
sanctity,2,0,2
sanctuary,4,0,4
sand,0,2,2
sanders,1,2,3
sandrayan,1,0,1
sandwich,2,0,2
sandwiches,0,1,1
sandy,5,2,7
sandyhook,1,0,1
sane,6,2,8
sanford,1,0,1
sanger,1,0,1
sanghi,0,2,2
sanghis,0,1,1
sanity,2,2,4
sanju,1,0,1
sanjuro,1,0,1
santa,1,1,2
sara,4,0,4
sarah,5,3,8
sarandon,0,1,1
sarandron,1,0,1
sarcasm,3,4,7
sarcastic,2,0,2
sareena,0,1,1
sareptians,1,0,1
sargentini,1,0,1
sargon,2,1,3
sarrena,0,1,1
sarsour,1,1,2
sary,1,0,1
sash,0,1,1
sassy,1,1,2
sat,9,5,14
satan,6,11,17
satanic,0,1,1
satanist,0,2,2
satanists,0,2,2
satire,3,2,5
satisfaction,0,1,1
satisfied,2,0,2
satisfies,1,0,1
satisfy,0,1,1
satisfying,1,0,1
satochi,1,0,1
saturday,3,2,5
sauce,1,2,3
saudi,3,0,3
saudis,2,0,2
saul,3,3,6
saunders,1,0,1
savage,2,2,4
save,28,12,40
saved,5,6,11
saver,1,0,1
saves,1,0,1
saving,9,6,15
savings,1,0,1
saviors,0,1,1
saviour,1,0,1
saw,30,23,53
sawed,1,0,1
saxon,1,0,1
saxons,1,0,1
say,215,119,334
sayin,0,2,2
saying,102,63,165
sayn,0,1,1
says,76,44,120
saysitall,1,0,1
sb,1,0,1
sc,4,5,9
scale,2,3,5
scales,0,1,1
scalia,1,0,1
scalise,3,2,5
scalp,1,0,1
scam,3,4,7
scammer,1,0,1
scammers,0,1,1
scamming,1,0,1
scampi,1,0,1
scams,0,1,1
scandal,3,2,5
scandalous,0,1,1
scandals,5,2,7
scaramucci,0,1,1
scarborough,0,1,1
scare,9,5,14
scared,21,17,38
scares,0,1,1
scarf,2,0,2
scaring,2,0,2
scarred,0,1,1
scars,2,0,2
scary,16,8,24
scatter,1,0,1
scattered,1,0,1
scenario,2,1,3
scene,4,2,6
scenes,1,2,3
scepticism,0,1,1
schedule,2,1,3
scheduled,2,0,2
scheduling,1,0,1
scheer,4,1,5
scheme,3,2,5
schemes,1,1,2
scheming,1,0,1
schiff,1,1,2
schitt,0,1,1
schizo,0,1,1
schizophrenia,1,0,1
schlock,1,0,1
schmata,0,1,1
schmooze,0,1,1
schmuck,2,0,2
scholar,1,1,2
scholarship,1,0,1
school,66,39,105
schooling,2,1,3
schools,16,11,27
schumer,5,4,9
schutzstaffel,1,0,1
sci,1,0,1
science,12,1,13
scientific,2,0,2
scientist,1,0,1
scientists,1,2,3
scientologist,0,1,1
scj,1,1,2
scjous,1,0,1
scofflaws,0,1,1
scones,0,1,1
scoop,1,1,2
scooters,1,0,1
scope,1,1,2
score,7,0,7
scored,3,0,3
scores,1,1,2
scorned,0,1,1
scorpio,1,0,1
scotia,1,0,1
scotians,0,1,1
scotland,1,0,1
scott,4,3,7
scottish,2,0,2
scotus,17,8,25
scoundrel,0,3,3
scout,1,0,1
scraficed,1,0,1
scramble,1,0,1
scrambling,1,0,1
scrap,1,0,1
scrapers,1,0,1
scraping,2,0,2
scrapped,1,0,1
scraps,0,1,1
scratch,4,1,5
scratching,1,0,1
scrathed,1,0,1
scrawny,1,0,1
scream,6,7,13
screamed,3,2,5
screamer,0,1,1
screaming,12,10,22
screams,3,2,5
screech,1,1,2
screen,8,2,10
screened,1,0,1
screenshots,1,0,1
screw,1,4,5
screwed,3,7,10
screwing,1,0,1
scribe,1,0,1
script,1,1,2
scripted,1,1,2
scripture,2,0,2
scrolls,1,1,2
scrub,1,2,3
scrubbed,2,0,2
scrunchie,1,0,1
scrutiny,1,1,2
scum,3,13,16
scumbag,2,3,5
scumbags,2,1,3
scumfuck,0,1,1
scummy,0,2,2
scurvy,1,0,1
scuttlebutt,1,0,1
se,2,0,2
sea,2,5,7
sealed,1,0,1
sean,2,2,4
search,8,6,14
searches,1,0,1
searching,2,1,3
sears,0,1,1
seas,1,0,1
season,20,6,26
seasons,3,1,4
seat,7,10,17
seated,3,2,5
seats,10,0,10
seattle,1,1,2
sec,7,3,10
secessionists,1,0,1
seclusion,1,0,1
second,33,13,46
secondary,1,0,1
secondly,0,3,3
seconds,4,2,6
secrecy,1,0,1
secret,6,6,12
secretary,4,1,5
secretive,0,1,1
secretly,2,1,3
secrets,2,0,2
section,3,1,4
sectioned,0,1,1
sections,1,0,1
sector,1,2,3
sectors,1,0,1
sects,1,0,1
secular,1,1,2
seculars,1,0,1
secure,0,2,2
secured,2,0,2
security,15,7,22
seditious,2,0,2
see,246,119,365
seeing,24,11,35
seek,4,0,4
seeker,0,2,2
seekers,1,1,2
seeking,1,2,3
seeks,0,1,1
seem,34,12,46
seemed,4,1,5
seemingly,1,2,3
seems,54,26,80
seen,53,27,80
sees,5,5,10
seething,0,1,1
seff,0,1,1
segment,1,1,2
segments,0,1,1
segregate,0,1,1
segregated,1,0,1
segregation,0,1,1
seinfeld,0,1,1
seized,1,0,1
seizure,0,1,1
seldom,1,0,1
select,0,1,1
selected,1,0,1
selection,4,1,5
selective,4,3,7
selectively,0,1,1
selena,1,0,1
self,27,21,48
selfie,0,1,1
selfies,0,1,1
selfish,1,6,7
selfishness,1,0,1
selfless,1,0,1
sell,11,7,18
seller,1,0,1
sellers,1,0,1
selling,10,4,14
sellout,0,1,1
sells,4,1,5
selves,2,1,3
semamtics,0,1,1
semantic,1,0,1
semantics,1,0,1
semetic,1,0,1
semi,4,3,7
semiautomatic,1,1,2
semifinals,0,1,1
semis,1,0,1
semite,1,3,4
semitic,2,2,4
semitism,6,2,8
semper,1,0,1
sen,11,6,17
senate,24,12,36
senator,19,10,29
senators,5,0,5
sencollins,0,1,1
send,25,10,35
sending,5,6,11
sends,1,0,1
senegalese,1,0,1
sengupta,1,0,1
senile,0,1,1
senility,0,2,2
senior,8,1,9
seniors,0,1,1
sensational,1,0,1
sensationalism,0,1,1
sense,67,34,101
senseless,2,0,2
sensible,20,15,35
sensitive,2,2,4
sent,13,10,23
sentence,6,3,9
sentences,0,2,2
sentencing,1,1,2
sentiment,1,0,1
seongwu,1,0,1
sep,3,0,3
separate,3,0,3
separated,3,0,3
separating,0,1,1
separation,1,0,1
separations,1,1,2
separatists,0,1,1
sept,4,2,6
september,5,0,5
sequel,0,1,1
sequitur,1,0,1
serena,21,13,34
serenas,1,0,1
serial,3,4,7
series,12,2,14
serious,14,16,30
seriously,31,25,56
seriousness,1,0,1
serling,1,0,1
serum,0,1,1
servant,0,2,2
serve,7,7,14
served,7,1,8
server,1,0,1
servers,1,0,1
serves,3,1,4
service,21,7,28
services,10,2,12
serving,4,6,10
servitude,0,1,1
sesame,1,1,2
sesotho,1,0,1
session,2,0,2
sessions,9,2,11
set,24,17,41
sets,4,0,4
setting,6,0,6
settings,1,0,1
settle,1,0,1
settled,3,3,6
settlements,1,0,1
settles,0,1,1
settling,1,0,1
setup,3,1,4
seven,2,0,2
sever,0,1,1
several,17,6,23
severe,0,1,1
severely,2,0,2
severly,1,0,1
sew,1,1,2
sewage,1,0,1
sewed,0,1,1
sewers,1,0,1
sex,21,32,53
sexal,1,0,1
sexism,3,2,5
sexist,2,1,3
sexists,0,1,1
sexual,24,35,59
sexuality,2,1,3
sexualize,1,0,1
sexually,6,10,16
sexy,17,10,27
seychelles,1,0,1
sez,1,1,2
sfos,1,0,1
sftv,0,1,1
sful,0,1,1
sh,4,5,9
sha,0,1,1
shabby,1,1,2
shackled,1,0,1
shaddowbanning,1,0,1
shade,4,1,5
shadow,4,2,6
shadowbanned,0,1,1
shadowed,2,0,2
shadows,0,1,1
shady,3,0,3
shaft,2,0,2
shafticus,1,0,1
shah,2,0,2
shake,3,1,4
shaken,1,0,1
shakes,0,1,1
shakha,0,1,1
shakily,1,0,1
shakin,1,0,1
shaking,3,3,6
shall,4,3,7
shallow,1,0,1
shalom,2,0,2
shalt,2,0,2
sham,1,2,3
shambles,2,0,2
shame,21,41,62
shameful,3,10,13
shameless,0,3,3
shamelessly,0,1,1
shamelessness,0,1,1
shamer,0,1,1
shames,1,0,1
shamifesto,1,0,1
shaming,0,1,1
shana,1,0,1
shanahan,1,0,1
shane,1,0,1
shannon,0,1,1
shape,5,3,8
shaping,1,0,1
shapiro,4,0,4
shaq,0,1,1
share,17,7,24
shared,2,1,3
shareholder,1,0,1
shares,4,0,4
sharing,7,1,8
shark,1,0,1
sharp,2,1,3
sharpens,1,0,1
sharper,1,0,1
sharpest,1,1,2
sharpie,0,1,1
sharyl,1,0,1
shastrartha,1,0,1
shat,0,2,2
shatta,0,1,1
shattered,1,1,2
shaunbaileyuk,1,0,1
shayad,1,0,1
shazam,2,0,2
shcool,1,0,1
she,1689,881,2570
shea,0,1,1
shears,1,0,1
shed,1,2,3
shedevil,0,1,1
sheep,8,6,14
sheeple,1,4,5
sheer,3,0,3
sheesh,2,0,2
sheet,1,1,2
sheets,2,1,3
sheila,2,0,2
sheister,1,0,1
shelby,1,0,1
sheldmaidens,0,1,1
shelf,1,0,1
shells,1,0,1
shelter,1,0,1
shelves,1,0,1
shenanigans,1,0,1
shep,2,0,2
shepell,1,0,1
shepherd,1,0,1
sheriff,0,2,2
shes,5,5,10
shev,1,0,1
shhh,5,2,7
shhhh,1,1,2
shid,1,0,1
shield,2,1,3
shielding,1,0,1
shift,6,3,9
shifted,2,0,2
shifting,2,0,2
shifts,1,0,1
shiit,0,1,1
shill,1,4,5
shills,1,0,1
shimmmy,0,1,1
shine,3,0,3
shined,1,0,1
shines,2,0,2
shining,4,0,4
shiny,1,0,1
ship,3,1,4
shipped,2,0,2
shipper,0,1,1
ships,1,0,1
shir,1,0,1
shirley,2,0,2
shirt,5,3,8
shirts,11,5,16
shit,37,324,361
shitbiscuit,0,1,1
shitcago,0,1,1
shite,3,4,7
shitgull,0,1,1
shithead,0,1,1
shitheads,0,1,1
shithole,1,2,3
shithouse,0,1,1
shitless,1,0,1
shitlib,1,0,1
shitlibs,1,0,1
shitposts,0,1,1
shits,2,5,7
shitshow,0,1,1
shitstream,0,1,1
shitt,0,1,1
shittalking,1,0,1
shitted,0,1,1
shitter,1,0,1
shittier,0,1,1
shittin,1,0,1
shitting,1,6,7
shitttt,0,2,2
shitty,3,17,20
shiva,2,0,2
shld,1,3,4
shmo,0,1,1
shock,4,0,4
shocked,9,5,14
shocker,1,0,1
shocking,4,5,9
shocktroops,1,0,1
shoe,1,1,2
shoes,6,1,7
shon,0,1,1
shone,0,1,1
shook,0,1,1
shoot,9,8,17
shooter,2,5,7
shooters,1,3,4
shooting,43,18,61
shootings,22,12,34
shootout,0,1,1
shoots,4,1,5
shop,4,1,5
shopper,0,1,1
shopping,1,2,3
shore,0,1,1
short,15,4,19
shortcummings,1,0,1
shorter,1,0,1
shortlisted,1,0,1
shorts,0,1,1
shortsighted,0,1,1
shorty,0,1,1
shot,40,23,63
shotgun,2,2,4
shotguns,0,1,1
shots,2,3,5
shoudn,1,0,1
should,338,181,519
shoulder,3,1,4
shoulders,2,0,2
shouldn,16,6,22
shouldnt,3,0,3
shouldve,1,0,1
shout,5,1,6
shouting,3,1,4
shoutout,2,0,2
shouts,1,1,2
shove,1,4,5
shovel,2,1,3
shoveling,0,1,1
shoving,0,1,1
show,98,54,152
showalter,0,1,1
showcased,1,0,1
showed,13,4,17
shower,0,2,2
showing,21,13,34
showman,1,0,1
showmance,1,0,1
shown,8,3,11
shows,24,23,47
shred,2,0,2
shree,0,1,1
shrink,1,1,2
shrio,0,1,1
shrug,1,0,1
shrugs,2,0,2
shtick,1,0,1
shu,1,0,1
shud,3,0,3
shuffle,1,0,1
shunned,0,1,1
shunning,1,0,1
shurmer,1,0,1
shush,2,0,2
shut,23,32,55
shutdown,1,1,2
shuting,0,1,1
shuts,0,2,2
shutting,3,1,4
shuttle,1,0,1
shuving,1,0,1
shy,1,1,2
shying,1,0,1
shyster,0,1,1
shyt,0,2,2
sicily,0,1,1
sick,24,58,82
sickening,3,4,7
sickens,3,0,3
sicker,0,1,1
sicking,1,0,1
sickness,2,0,2
sicko,0,2,2
sid,1,0,1
side,55,24,79
sided,3,2,5
sidekick,2,0,2
sideline,1,0,1
sidelines,0,1,1
sidenote,1,0,1
sides,23,14,37
sidewalk,2,1,3
sideways,1,0,1
sidhuji,1,0,1
siding,2,1,3
siege,1,0,1
siezing,1,0,1
sig,1,0,1
sigh,1,1,2
sighed,1,0,1
sighs,1,1,2
sight,3,1,4
sign,21,6,27
signage,1,0,1
signal,1,5,6
signaling,4,2,6
signals,1,0,1
signature,1,0,1
signatures,2,0,2
signed,5,3,8
significance,1,0,1
significant,6,1,7
significantly,1,0,1
signifies,1,0,1
signifing,0,1,1
signing,7,1,8
signs,6,3,9
sik,0,1,1
silas,1,0,1
silence,7,5,12
silenced,2,1,3
silent,7,6,13
silently,3,2,5
silk,2,1,3
silliness,0,1,1
silly,5,16,21
silver,1,2,3
silverback,1,0,1
simb,0,1,1
simcoe,1,0,1
similar,13,3,16
similarly,0,1,1
simmons,1,0,1
simon,1,0,1
simple,14,5,19
simples,0,1,1
simplistic,1,0,1
simply,21,11,32
sims,1,0,1
simultaneously,2,0,2
sin,2,1,3
since,100,48,148
sincere,1,0,1
sincerely,1,0,1
sincerity,1,0,1
sincero,1,0,1
sinclair,1,0,1
sinful,2,1,3
sing,4,0,4
singer,0,1,1
singing,2,6,8
single,19,12,31
sings,1,0,1
singular,2,0,2
singularly,1,0,1
sinister,0,1,1
sink,8,3,11
sinking,0,1,1
sinks,2,0,2
sinless,0,1,1
sinner,1,0,1
sinnfeinn,2,0,2
sins,2,2,4
siobhan,1,0,1
sip,1,0,1
sippin,1,0,1
sips,1,0,1
sir,15,9,24
sire,1,0,1
siri,0,1,1
sis,6,6,12
sister,13,8,21
sisterhood,0,1,1
sisters,3,0,3
sit,21,7,28
site,8,3,11
sites,1,2,3
sith,1,0,1
sitting,14,9,23
situation,11,8,19
situations,4,0,4
siwc,1,0,1
six,4,2,6
sixty,1,0,1
size,5,4,9
sizeable,1,0,1
sized,1,0,1
sj,0,1,1
sjc,1,0,1
sjshsj,0,1,1
sjsnsn,1,0,1
sjw,6,2,8
sjws,2,1,3
skank,1,0,1
skating,2,0,2
skeptical,1,3,4
skepticism,1,0,1
skeptics,1,0,1
skew,0,1,1
skewed,1,0,1
skewer,0,1,1
ski,1,0,1
skiddish,1,0,1
skies,1,0,1
skill,3,0,3
skilled,3,1,4
skills,8,2,10
skimmed,1,0,1
skin,11,5,16
skinner,1,1,2
skinnier,1,0,1
skinny,1,1,2
skins,1,0,1
skinsuit,1,0,1
skint,1,0,1
skip,3,1,4
skipped,1,0,1
skirted,1,0,1
skirts,0,1,1
skrull,1,0,1
skshsksk,1,0,1
skunk,1,0,1
sky,7,2,9
skyped,1,0,1
skyping,1,0,1
skyrocket,0,1,1
skyrocketed,1,0,1
slack,3,0,3
slagged,1,0,1
slain,1,0,1
slam,2,2,4
slammed,0,1,1
slamming,2,1,3
slams,1,0,1
slander,4,3,7
slandered,0,2,2
slandering,0,1,1
slanderous,0,1,1
slant,1,0,1
slanted,1,0,1
slap,2,6,8
slapper,0,1,1
slapping,0,1,1
slaps,0,2,2
slash,1,1,2
slashing,1,0,1
slaughter,0,3,3
slaughtered,2,0,2
slaughtering,0,1,1
slave,2,7,9
slavery,4,4,8
slaves,2,1,3
slaying,1,0,1
slc,1,0,1
sleazballs,0,1,1
sleaze,1,2,3
sleazy,2,1,3
sledge,1,0,1
sleeeeeeepppp,1,0,1
sleeeeeeeps,1,0,1
sleep,7,7,14
sleeping,4,4,8
sleepover,1,0,1
sleepwalking,1,0,1
sleepy,1,0,1
sleeves,0,1,1
sleeze,1,0,1
sleezy,1,1,2
slent,0,1,1
slept,2,0,2
slice,0,2,2
sliced,0,1,1
slick,2,1,3
slide,0,1,1
slider,1,0,1
sliding,0,1,1
slight,1,0,1
slightest,1,1,2
slightly,1,1,2
slim,1,2,3
slimeball,1,0,1
slimfast,1,0,1
slimy,1,2,3
sling,0,1,1
slinging,1,0,1
slip,2,3,5
slipped,0,1,1
slippery,2,0,2
slips,0,1,1
slither,0,1,1
sloane,1,0,1
slob,0,1,1
slobs,0,1,1
slogan,2,0,2
slogans,1,1,2
sloop,1,0,1
slop,0,1,1
slope,1,0,1
sloppy,2,0,2
slot,3,1,4
sloth,0,1,1
slouches,0,1,1
slovenly,0,1,1
slow,7,2,9
slowing,0,1,1
slowly,8,2,10
sluch,1,0,1
slugs,0,1,1
slur,2,0,2
slurs,1,0,1
slush,0,4,4
slut,0,3,3
sly,1,1,2
sm,5,2,7
smack,0,1,1
smacked,0,1,1
smacks,1,1,2
small,21,5,26
smaller,2,2,4
smallest,1,0,1
smart,21,20,41
smarter,9,5,14
smash,0,1,1
smashed,1,0,1
smashing,1,0,1
smdh,2,1,3
smear,12,6,18
smeared,1,1,2
smearing,3,0,3
smell,2,2,4
smelling,1,0,1
smells,0,3,3
smelly,1,0,1
smg,1,0,1
smh,11,9,20
smi,1,0,1
smile,12,1,13
smiled,2,0,2
smiles,2,0,2
smiling,3,0,3
smirky,0,1,1
smith,4,0,4
smithsgrove,0,1,1
smitten,1,0,1
smoke,3,4,7
smoked,0,3,3
smoken,1,0,1
smokes,0,1,1
smoking,4,5,9
smol,1,0,1
smolder,1,0,1
smoother,1,0,1
smoothing,1,0,1
smoove,0,1,1
smudge,1,0,1
smug,0,3,3
smut,2,1,3
snack,1,0,1
snake,2,6,8
snakes,2,1,3
snap,1,0,1
snapchat,0,1,1
snapped,1,0,1
snark,1,0,1
snatch,1,0,1
snatcher,1,0,1
snd,1,1,2
snead,0,1,1
sneak,1,1,2
sneakers,0,1,1
sneaking,0,1,1
sneaky,3,1,4
snell,0,1,1
sniffles,1,0,1
sniffs,0,2,2
snipers,1,0,1
snipped,0,1,1
snitched,0,1,1
snitching,0,1,1
snl,0,1,1
snm,1,0,1
snob,0,1,1
snoop,3,0,3
snooze,1,0,1
snopes,1,0,1
snot,0,1,1
snotbarryroux,1,0,1
snow,5,1,6
snowballed,1,0,1
snowballs,0,1,1
snowflake,6,4,10
snowflakes,4,5,9
snp,3,0,3
snuffy,2,0,2
so,826,460,1286
soap,0,1,1
soapbox,0,1,1
soaring,1,0,1
sob,2,2,4
sobbed,1,0,1
sobbing,0,1,1
sober,2,0,2
sobs,0,1,1
sobti,1,0,1
soccer,4,1,5
sociability,0,1,1
social,44,18,62
socialise,1,0,1
socialism,9,12,21
socialist,27,15,42
socialists,8,9,17
socialization,1,0,1
socially,1,0,1
socialsurvey,1,0,1
societal,2,0,2
societies,1,0,1
society,28,23,51
socioeconomic,1,0,1
sociopath,2,7,9
sociopaths,1,0,1
sock,2,1,3
socks,0,1,1
sod,1,1,2
soda,1,0,1
sofa,1,0,1
soft,7,3,10
softest,1,0,1
softly,1,0,1
solar,1,0,1
sold,9,6,15
soldier,4,2,6
soldiers,5,3,8
sole,1,0,1
solely,2,1,3
soley,1,0,1
solid,6,2,8
solidarity,3,2,5
solidify,1,0,1
solo,2,0,2
solution,8,6,14
solutions,1,4,5
solve,9,2,11
solved,2,1,3
solvent,1,0,1
solves,1,0,1
solving,0,1,1
sombody,0,1,1
some,175,137,312
somebody,11,11,22
somecunt,0,1,1
someday,2,0,2
somehow,17,10,27
someone,101,64,165
someones,0,2,2
somerset,1,0,1
something,100,50,150
sometime,3,1,4
sometimes,16,5,21
someway,1,0,1
somewhat,2,2,4
somewhere,7,7,14
somone,0,1,1
son,23,6,29
song,12,5,17
songs,1,4,5
sonic,0,1,1
sonja,0,4,4
sonnet,1,0,1
sonnuva,1,0,1
sonofabitch,0,1,1
sons,5,1,6
sony,0,1,1
soo,1,0,1
soon,36,21,57
sooner,2,1,3
sooo,8,1,9
soooo,6,4,10
sooooo,2,0,2
sooooooo,0,1,1
sooooooooo,1,0,1
soooooounds,0,1,1
soothing,1,0,1
sop,1,0,1
sor,1,0,1
sore,2,5,7
sorely,1,0,1
soros,46,22,68
sorry,68,37,105
sort,8,7,15
sorta,0,1,1
sorted,2,0,2
sorts,2,1,3
sos,1,0,1
sotomayer,1,0,1
sought,3,0,3
soul,11,12,23
soulless,0,1,1
soulmate,1,0,1
souls,1,2,3
sound,18,9,27
soundbite,0,1,1
sounded,1,3,4
sounding,1,0,1
soundly,1,0,1
sounds,29,17,46
soundtrack,0,1,1
soup,1,0,1
sour,2,0,2
source,14,3,17
sources,8,1,9
south,12,3,15
southern,3,2,5
southpole,1,0,1
soutien,1,0,1
souza,1,0,1
sovereign,3,1,4
sovereignty,2,1,3
soviet,1,2,3
sow,1,1,2
soweto,2,0,2
sows,1,1,2
sox,3,0,3
soy,4,3,7
soyboy,0,1,1
sp,0,2,2
spa,2,0,2
space,7,2,9
spaces,3,0,3
spade,2,2,4
spain,0,1,1
spam,2,2,4
span,1,0,1
spanish,0,3,3
spank,0,1,1
spanked,0,1,1
spanking,1,0,1
spanky,0,1,1
spar,1,0,1
spare,2,3,5
spared,0,1,1
spark,0,1,1
sparking,1,0,1
sparky,0,1,1
spartacus,9,1,10
spartan,0,1,1
spat,1,0,1
spath,0,1,1
spawn,2,0,2
spawns,1,0,1
spd,1,0,1
speach,0,3,3
speak,32,22,54
speaker,8,2,10
speakers,1,0,1
speakin,1,0,1
speaking,22,7,29
speaks,16,7,23
special,23,9,32
specialist,2,0,2
specialists,1,0,1
specially,1,0,1
species,1,0,1
specific,12,4,16
specifically,5,0,5
specification,0,1,1
specifics,2,0,2
specified,1,0,1
specify,1,1,2
spectacle,1,0,1
spectacles,1,0,1
spectacular,1,1,2
spectrum,2,0,2
speculate,1,0,1
speculating,1,0,1
sped,1,0,1
speech,30,23,53
speeches,1,2,3
speechless,1,0,1
speed,7,2,9
speedboost,1,0,1
speeding,2,0,2
speeds,1,0,1
speedster,1,0,1
speedy,2,0,2
spell,4,1,5
spelled,0,1,1
spelling,0,1,1
spells,1,0,1
spend,9,10,19
spending,21,3,24
spends,3,1,4
spent,13,6,19
speshul,0,1,1
spew,0,2,2
spewed,4,3,7
spewing,2,6,8
spews,1,2,3
sphincter,1,0,1
spice,0,1,1
spiced,1,0,1
spicer,1,0,1
spicoli,0,1,1
spicy,2,0,2
spider,1,1,2
spiderman,1,2,3
spiders,1,0,1
spie,0,1,1
spies,1,0,1
spike,1,0,1
spiking,0,1,1
spill,4,0,4
spilled,0,1,1
spills,1,0,1
spin,7,2,9
spinach,1,0,1
spine,2,0,2
spineless,2,0,2
spinner,1,0,1
spinning,3,0,3
spiralling,1,0,1
spirit,9,2,11
spirited,1,2,3
spiritual,0,2,2
spiritually,0,1,1
spit,1,3,4
spite,0,1,1
spiteful,0,1,1
spitting,0,1,1
spittoon,0,1,1
splc,3,0,3
splendidrainco,1,0,1
splinter,1,0,1
split,11,0,11
splits,1,0,1
splitting,0,1,1
spoil,1,0,1
spoiled,4,9,13
spoiler,0,2,2
spoilt,0,1,1
spoke,8,4,12
spoken,1,1,2
spokesman,0,1,1
spokesperson,4,0,4
sponge,1,0,1
sponser,1,0,1
sponsor,0,1,1
sponsored,1,2,3
sponsors,2,0,2
spontaneous,1,0,1
spontaneously,1,0,1
spook,0,1,1
spooky,3,0,3
spoon,1,0,1
spoonfeeding,1,0,1
sporaenresistencia,1,0,1
sport,9,6,15
sportbooks,1,0,1
sporting,2,0,2
sports,12,4,16
sportscasters,0,1,1
sportsman,1,0,1
sportsmanship,0,1,1
sportster,1,0,1
spot,12,0,12
spotlight,4,2,6
spots,1,3,4
spotting,1,0,1
spotty,1,0,1
spout,0,2,2
spouting,0,2,2
spox,1,0,1
spray,3,2,5
sprayed,1,0,1
spraying,1,0,1
spread,10,7,17
spreading,9,6,15
spreads,1,1,2
spreadsheets,0,1,1
spree,1,1,2
spring,1,0,1
springer,0,1,1
springfield,1,0,1
springs,0,1,1
sprint,1,0,1
spunk,0,1,1
spunktrumpet,1,0,1
spurs,0,1,1
spy,7,4,11
spygate,1,0,1
spying,0,1,1
squabbles,0,1,1
squad,6,3,9
squalor,0,1,1
square,2,0,2
squash,2,0,2
squashed,0,1,1
squat,2,0,2
squeal,1,1,2
squeeze,2,1,3
squelch,1,0,1
squirm,0,2,2
squirt,1,0,1
squishy,1,1,2
sr,0,1,1
sri,0,1,1
srsly,0,1,1
ss,3,3,6
ssf,0,1,1
sshats,0,1,1
sshh,1,0,1
ssi,1,0,1
ssm,0,1,1
ssshhhhhiiiiiiiiiiiiiiiit,1,0,1
st,20,8,28
stab,3,3,6
stabbed,1,0,1
stabber,0,1,1
stable,4,0,4
stache,0,1,1
stack,0,2,2
stacked,1,0,1
stacks,1,0,1
stadium,1,1,2
stadiums,1,0,1
staff,8,0,8
staffed,0,1,1
staffers,2,0,2
stafford,1,0,1
stage,6,5,11
staged,2,1,3
stages,3,0,3
staggering,1,0,1
staging,2,0,2
stagnant,1,0,1
stagnated,1,0,1
stained,0,1,1
staining,1,0,1
stairway,1,0,1
stake,3,1,4
stakes,1,0,1
stale,2,1,3
stalin,0,3,3
stalinist,1,0,1
stalk,1,1,2
stalked,1,0,1
stalker,2,0,2
stalkers,1,0,1
stalking,2,2,4
stall,4,3,7
stalling,1,3,4
stamp,2,1,3
stamps,3,0,3
stan,3,3,6
stance,12,3,15
stanced,1,0,1
stand,74,25,99
standadd,1,0,1
standard,11,5,16
standardised,1,0,1
standards,8,3,11
standby,0,1,1
standin,1,0,1
standing,16,13,29
stands,11,9,20
standup,1,0,1
stanley,1,0,1
stans,0,1,1
staple,1,0,1
star,16,9,25
starbucks,0,1,1
stard,1,0,1
stare,1,0,1
stares,2,0,2
starfire,1,0,1
starfleet,1,0,1
staring,2,0,2
stark,1,0,1
starlet,0,1,1
starlight,1,0,1
starred,1,0,1
starring,1,2,3
stars,7,2,9
start,64,50,114
started,29,16,45
starter,4,0,4
starters,2,0,2
starting,14,11,25
startled,1,0,1
starts,5,0,5
starvation,1,1,2
starved,1,0,1
starving,2,0,2
stat,2,0,2
state,83,36,119
stated,6,3,9
stately,1,0,1
statement,29,7,36
statements,6,1,7
states,32,12,44
stating,2,4,6
station,1,3,4
statist,1,0,1
statistic,2,1,3
statistical,1,0,1
statistics,1,1,2
stats,8,2,10
statue,3,1,4
statues,6,0,6
status,10,1,11
statute,2,0,2
statutory,0,1,1
staunch,2,1,3
stax,0,1,1
stay,39,20,59
stayed,4,3,7
staying,5,0,5
stays,3,1,4
stbirthday,0,1,1
std,1,0,1
stds,0,1,1
steadily,1,0,1
steady,2,3,5
steak,2,0,2
steal,3,5,8
stealing,4,5,9
steals,1,2,3
stealth,2,0,2
stealthily,1,0,1
steam,2,0,2
steamburgen,1,0,1
steamrolled,0,1,1
steamrolling,0,1,1
steamy,1,1,2
steel,4,2,6
steele,1,0,1
steelers,1,1,2
steepppp,0,1,1
steer,2,0,2
steffy,1,0,1
steinbrenner,0,1,1
stellar,3,0,3
stem,1,0,1
stems,2,0,2
step,17,9,26
stepdown,1,0,1
steph,1,0,1
stephen,1,0,1
steping,1,0,1
stepped,2,1,3
steppenwolf,1,0,1
stepping,2,3,5
steps,4,1,5
stereotype,0,1,1
stereotypes,1,0,1
sterilize,1,0,1
