,negative,positive,total
judges,3,0,3
judgeships,1,0,1
judging,1,0,1
judgment,0,1,1
judicial,1,1,2
julie,1,0,1
july,1,0,1
jump,2,0,2
jumping,2,0,2
jun,1,0,1
june,0,1,1
junior,2,0,2
junkets,1,0,1
junkies,0,0,0
jurisdiction,1,0,1
jurist,1,0,1
jury,2,0,2
just,210,30,240
justice,5,3,8
justifications,0,0,0
justifies,0,0,0
justify,3,0,3
justifying,0,0,0
justin,3,0,3
juvenile,0,0,0
jwb,1,0,1
kaepernick,2,1,3
kamala,2,0,2
kameron,0,0,0
kanaugh,0,0,0
kangaka,1,0,1
kangaroo,1,0,1
kansas,0,0,0
kanye,1,0,1
kap,0,0,0
kappa,1,0,1
karma,1,0,1
kashmiri,1,0,1
kate,1,1,2
kathua,0,0,0
kav,1,0,1
kavanaugh,31,2,33
kavannah,0,0,0
kavanope,0,0,0
kavanugh,1,0,1
kay,1,0,1
kaylor,0,0,0
kaze,1,0,1
kc,1,0,1
kdksksks,1,0,1
ked,1,0,1
keel,1,0,1
keemstar,0,1,1
keen,0,0,0
keep,39,6,45
keeping,0,0,0
keepinghis,1,0,1
keeps,4,0,4
keith,3,2,5
keller,1,0,1
kennedy,1,0,1
kept,5,0,5
kerr,0,0,0
kerry,6,1,7
kettle,0,0,0
key,2,0,2
keyboard,1,0,1
khan,0,0,0
kick,4,2,6
kickass,0,0,0
kicked,3,0,3
kicking,1,0,1
kicks,1,0,1
kid,12,0,12
kida,1,0,1
kidding,1,0,1
kids,17,5,22
kiki,1,0,1
kill,18,3,21
killed,11,3,14
killer,5,1,6
killers,1,1,2
killing,6,3,9
killings,1,1,2
kills,1,0,1
kim,2,0,2
kind,16,6,22
kinda,8,0,8
kindness,0,0,0
kinds,2,0,2
kinew,0,1,1
king,2,0,2
kinky,1,0,1
kira,2,0,2
kirinodere,0,1,1
kiss,4,0,4
kisses,1,0,1
kissing,2,1,3
kitchen,1,0,1
kkk,7,3,10
kl,1,0,1
klan,1,1,2
klansmen,1,0,1
kliff,1,0,1
knee,1,0,1
kneejerk,0,0,0
kneelers,0,0,0
kneeling,3,0,3
knees,1,0,1
knew,10,4,14
knife,1,0,1
knighthood,1,0,1
knock,1,0,1
knocked,1,0,1
knocking,0,0,0
knot,1,0,1
knots,1,0,1
know,127,17,144
knowing,1,0,1
knowingly,1,0,1
knowledge,1,1,2
knowledgeable,0,0,0
known,5,0,5
knows,29,2,31
knucklehead,1,0,1
kochs,0,0,0
kochsucker,1,0,1
kookoo,0,1,1
kooky,1,0,1
kool,0,1,1
koolaid,2,0,2
koolaide,0,0,0
korea,1,2,3
korzemba,1,0,1
kp,0,0,0
kpop,0,0,0
krav,1,0,1
krazee,1,0,1
krishna,2,0,2
krishnaji,1,0,1
krisna,0,0,0
kryptonian,0,1,1
kuran,2,0,2
kurds,1,0,1
kurt,1,1,2
kushner,1,0,1
kw,1,0,1
kwasia,1,0,1
kyle,0,0,0
la,1,0,1
lab,0,1,1
label,1,1,2
labeled,0,0,0
labeling,1,0,1
labelled,0,0,0
laborers,0,0,0
labour,4,0,4
lack,8,0,8
lacked,1,0,1
lackey,1,0,1
ladder,1,0,1
ladies,2,0,2
lady,8,0,8
lair,1,0,1
lake,0,0,0
lama,1,0,1
lambs,0,0,0
lame,2,0,2
lamebotas,1,0,1
laments,0,0,0
land,2,1,3
landed,0,1,1
landon,2,0,2
lands,0,0,0
lane,1,0,1
language,0,1,1
lap,2,0,2
lapdpgs,0,0,0
large,2,0,2
largely,1,0,1
larger,0,0,0
largest,0,0,0
larries,1,0,1
larry,1,0,1
las,1,0,1
laser,1,0,1
last,16,5,21
lasting,1,0,1
late,2,2,4
lately,1,0,1
later,6,0,6
latest,3,0,3
latex,1,0,1
latino,1,0,1
latinos,0,0,0
latte,0,0,0
latter,0,0,0
laud,1,0,1
laugh,4,0,4
laughable,1,0,1
laughed,1,0,1
laughing,1,0,1
laughs,1,0,1
launch,1,0,1
laura,1,0,1
law,23,10,33
lawbreakers,0,0,0
lawless,0,0,0
lawlessness,0,0,0
laws,26,13,39
lawyer,5,0,5
lawyers,0,0,0
lax,0,1,1
lay,1,0,1
layer,1,0,1
laying,1,0,1
lazy,4,1,5
lbs,1,0,1
lead,2,1,3
leader,10,4,14
leaders,3,0,3
leadership,3,1,4
leading,0,0,0
leads,1,0,1
leaf,1,0,1
leaflet,1,0,1
league,2,0,2
leah,1,0,1
leak,2,0,2
leaked,1,0,1
lean,1,0,1
leaning,3,0,3
leans,0,0,0
learn,4,1,5
learned,0,0,0
learns,1,0,1
least,14,2,16
leather,1,0,1
leave,12,2,14
leaving,1,0,1
lebron,1,0,1
lecture,1,0,1
lectures,0,0,0
lecturing,1,0,1
led,1,0,1
leeches,0,1,1
lefist,1,0,1
left,55,10,65
leftest,2,0,2
leftie,1,0,1
lefties,2,0,2
leftist,11,2,13
leftists,1,3,4
lefts,1,0,1
leftwing,1,0,1
lefty,3,2,5
leftys,0,0,0
leg,1,2,3
legacy,1,0,1
legal,6,2,8
legalize,1,1,2
legalized,0,0,0
legally,2,0,2
legend,2,0,2
legends,1,0,1
legion,1,0,1
legislate,0,0,0
legislation,1,2,3
legislative,1,0,1
legislatively,1,0,1
legislatures,1,0,1
legit,3,0,3
legitamately,0,0,0
legitimate,2,0,2
legs,2,1,3
leia,1,0,1
lemme,0,0,0
lemmings,0,0,0
lemon,1,0,1
lemons,1,0,1
lend,1,0,1
lengths,1,0,1
leniency,0,0,0
lenin,1,0,1
leninist,0,0,0
lens,1,0,1
leo,1,0,1
leona,1,0,1
leone,0,0,0
leopard,1,0,1
leos,0,0,0
lesbian,3,0,3
leslie,1,0,1
less,11,2,13
lesser,0,1,1
lesson,0,0,0
let,43,9,52
letgod,1,0,1
lethal,0,0,0
lethargic,0,0,0
lets,2,0,2
letter,2,0,2
letters,1,0,1
letting,2,0,2
level,7,1,8
levels,0,0,0
leveon,1,0,1
levi,0,1,1
levin,0,0,0
levis,0,1,1
lewinski,1,0,1
lewis,1,0,1
lgbt,2,0,2
lgbtq,1,0,1
liability,0,1,1
liar,50,1,51
liars,0,1,1
libel,1,0,1
liberal,46,15,61
liberalism,2,0,2
liberals,127,54,181
libertarian,0,0,0
liberties,0,1,1
liberty,1,1,2
libs,3,1,4
libtard,2,0,2
libtards,1,1,2
libya,0,0,0
license,1,0,1
lick,2,0,2
licked,1,0,1
licker,1,0,1
licking,1,0,1
lie,31,5,36
lied,5,1,6
lier,4,0,4
lies,28,3,31
life,40,7,47
lifetime,1,0,1
lift,1,0,1
lifting,0,0,0
light,2,1,3
lighting,0,0,0
lightly,1,0,1
ligic,1,0,1
like,262,41,303
liked,3,0,3
likely,11,0,11
likeness,0,0,0
liker,0,1,1
likes,4,0,4
liketake,1,0,1
liketrump,1,0,1
liking,1,0,1
lil,4,0,4
lilextra,1,0,1
limbaugh,1,0,1
limbs,2,0,2
limit,1,1,2
limited,1,1,2
limits,2,1,3
limousine,0,1,1
lincoln,1,0,1
linda,0,0,0
lindsey,4,0,4
line,8,3,11
lines,2,1,3
lining,2,0,2
link,3,1,4
linked,0,0,0
lion,1,0,1
lips,3,0,3
lird,1,0,1
lisa,0,0,0
list,4,2,6
listed,1,0,1
listen,9,1,10
listened,2,0,2
listeners,1,0,1
listening,3,1,4
listens,0,0,0
lists,0,1,1
lit,1,0,1
lite,0,0,0
literally,19,3,22
litmus,1,0,1
litterly,1,0,1
little,30,4,34
live,15,3,18
lived,1,0,1
livelihood,1,0,1
lives,16,5,21
livid,0,0,0
living,3,4,7
ll,24,6,30
lmao,20,2,22
lmaoo,1,0,1
lmaooo,3,0,3
lmaoooo,3,0,3
lmaoooooo,1,0,1
lmaooooooo,0,0,0
lmbo,0,0,0
lmfaoo,1,0,1
lmfaooooo,1,0,1
lnvestigation,1,0,1
load,2,0,2
loan,3,0,3
loans,1,0,1
lobbied,0,0,0
lobby,3,1,4
lobbyist,0,0,0
lobe,1,0,1
local,0,2,2
lock,7,0,7
locked,0,1,1
locomotive,0,0,0
log,1,0,1
logan,1,0,1
loghat,1,0,1
logic,1,0,1
logical,0,1,1
loitering,0,1,1
lokk,1,0,1
lol,54,3,57
lolol,1,0,1
london,2,1,3
lonely,1,0,1
long,18,8,26
longer,6,1,7
look,45,7,52
looked,3,0,3
lookin,0,0,0
looking,18,6,24
lookout,1,0,1
looks,17,3,20
loon,1,0,1
looney,0,0,0
loony,2,0,2
looong,0,0,0
looool,1,0,1
loose,2,0,2
loosing,1,1,2
lord,4,0,4
lorna,1,0,1
lose,8,2,10
loser,11,0,11
losers,1,2,3
loses,1,0,1
losing,14,1,15
loss,3,0,3
losser,1,0,1
losses,1,0,1
lost,23,4,27
lot,12,5,17
lots,5,0,5
lotta,0,0,0
lotto,1,0,1
loud,2,1,3
louder,3,0,3
loudmouth,1,0,1
louis,3,0,3
louisiana,0,1,1
lousy,1,0,1
love,34,5,39
loved,6,1,7
lovers,1,0,1
loves,7,0,7
loving,1,0,1
low,14,1,15
lower,8,1,9
lowest,2,0,2
lowkie,1,0,1
lowlife,1,0,1
lowlifes,0,0,0
loyal,1,1,2
lst,0,1,1
lt,2,0,2
luck,2,1,3
lucked,1,0,1
luckily,0,0,0
lucky,4,0,4
lugar,0,0,0
luigi,1,0,1
lump,5,0,5
lumpenprole,1,0,1
lunacy,0,0,0
lunatic,6,1,7
lunatics,1,0,1
lunch,1,0,1
lurking,1,0,1
lust,1,0,1
lusted,0,0,0
luv,0,0,0
luves,0,0,0
lying,41,2,43
lynch,0,1,1
lynched,0,0,0
lynching,0,0,0
lynchings,0,0,0
lynn,1,0,1
ma,1,0,1
maaaad,1,0,1
mac,6,0,6
machine,0,0,0
mad,9,0,9
madam,2,0,2
made,25,4,29
madigan,0,1,1
madman,1,0,1
madness,1,0,1
mafia,1,0,1
maga,30,5,35
magas,0,1,1
magazine,0,0,0
maggie,0,0,0
maggot,1,0,1
magnificent,1,0,1
magnum,0,0,0
magyar,0,0,0
mah,0,0,0
maid,0,0,0
main,0,2,2
mainly,1,0,1
mainstream,0,0,0
maintain,0,0,0
major,2,1,3
majorities,1,0,1
majority,6,1,7
make,60,13,73
maker,1,0,1
makers,0,0,0
makes,20,6,26
makewise,1,0,1
making,24,3,27
mal,1,0,1
malarkey,1,0,1
male,1,1,2
males,1,0,1
malign,1,0,1
malignant,1,0,1
mama,0,0,0
man,67,4,71
manafort,0,0,0
manage,0,0,0
management,2,0,2
manager,0,1,1
mandy,1,0,1
mandys,1,0,1
maneuver,0,0,0
mangina,0,0,0
mango,1,0,1
manhattan,1,0,1
maniac,1,0,1
manifort,1,0,1
manipulate,1,0,1
manipulated,1,0,1
manipulation,0,0,0
manipulator,1,0,1
manly,0,0,0
mann,0,1,1
manner,0,0,0
manners,1,0,1
mans,2,0,2
manufacturing,0,1,1
many,29,4,33
mao,0,0,0
maoist,0,0,0
march,1,1,2
marches,1,1,2
marching,0,0,0
marcus,0,0,0
margin,1,0,1
marginalizing,1,0,1
maria,1,0,1
maricopa,1,0,1
marijuana,2,0,2
mario,1,0,1
mark,4,0,4
marked,1,0,1
markedly,1,0,1
marker,1,0,1
markers,1,0,1
market,0,0,0
marriage,2,0,2
married,4,0,4
marry,1,0,1
marshal,0,0,0
mart,1,0,1
martin,3,0,3
marvollo,1,0,1
marxine,1,0,1
marxism,1,0,1
marxist,0,0,0
marxists,1,0,1
mask,1,0,1
masks,1,0,1
mason,1,0,1
mass,4,7,11
massacred,1,0,1
masses,1,0,1
massive,1,1,2
master,1,0,1
masterbate,1,0,1
mastermind,2,0,2
masterpiece,0,1,1
masters,1,0,1
masturbate,1,0,1
masturbation,0,0,0
mata,1,0,1
match,4,2,6
matches,1,0,1
matching,0,0,0
mate,2,0,2
math,0,0,0
matrix,1,0,1
matt,0,0,0
matter,11,3,14
mattering,1,0,1
matters,3,2,5
matthew,1,0,1
mauser,0,0,0
max,2,0,2
maxine,3,1,4
may,20,4,24
maybach,0,0,0
maybe,33,9,42
mayor,4,0,4
mayweather,1,0,1
mazie,1,0,1
mbasses,0,0,0
mccain,2,0,2
mccartney,2,0,2
mcconnell,1,0,1
mcdaniel,0,0,0
mcdonald,0,0,0
mcdonalds,0,0,0
mcenroe,2,0,2
mcfartney,1,0,1
mcinnes,1,0,1
mcvays,1,0,1
md,1,0,1
me,137,13,150
meal,1,0,1
mean,22,4,26
meaning,1,1,2
means,23,1,24
meansful,1,0,1
meant,5,0,5
meanwhile,1,0,1
measurable,0,0,0
measure,0,1,1
measurements,1,0,1
measures,1,0,1
mechanics,1,0,1
meddling,0,0,0
medi,1,0,1
media,19,6,25
medical,1,0,1
medically,1,0,1
medicare,1,1,2
mediocre,0,0,0
mediterranean,0,0,0
medium,0,1,1
meds,1,0,1
meet,3,0,3
meeting,0,0,0
meetings,1,0,1
megumi,1,0,1
meh,0,1,1
melania,1,0,1
melissa,0,1,1
melt,0,0,0
meltdown,1,0,1
member,6,1,7
members,1,2,3
meme,3,0,3
memes,0,0,0
memory,3,0,3
men,8,5,13
menace,1,0,1
menance,1,0,1
menapausal,0,0,0
mental,13,2,15
mentally,12,1,13
mention,4,0,4
mentioned,2,0,2
mentions,1,0,1
menu,0,0,0
meps,0,0,0
merch,2,0,2
merchandise,0,0,0
merck,1,0,1
mercy,1,0,1
merely,1,0,1
merits,0,0,0
merrick,2,0,2
mess,9,0,9
message,2,1,3
messages,2,0,2
messed,0,0,0
messenger,1,0,1
messengers,1,0,1
messi,1,0,1
messiah,1,0,1
messsssss,1,0,1
met,3,0,3
metal,0,0,0
metaphor,0,0,0
meth,1,0,1
metoo,2,0,2
mexican,1,2,3
mexicans,1,0,1
mexico,3,1,4
mf,1,0,1
mfs,1,0,1
mgk,1,0,1
mi,1,0,1
mic,1,0,1
michael,6,0,6
micheladas,1,0,1
michelle,0,0,0
michigan,1,2,3
micro,1,0,1
microscopic,0,1,1
mid,1,0,1
middle,5,0,5
midfielder,1,0,1
midriff,1,0,1
midterm,0,0,0
midterms,3,0,3
might,12,6,18
mike,2,1,3
milano,0,0,0
mile,0,1,1
military,5,4,9
milk,1,0,1
millenium,1,0,1
millennials,0,1,1
millennium,1,1,2
miller,1,0,1
million,5,5,10
millionaire,2,0,2
millionaires,1,0,1
millions,8,1,9
milo,0,1,1
min,1,2,3
mincing,1,0,1
mind,17,2,19
minding,1,0,1
mindmill,1,0,1
minds,5,1,6
mindset,1,0,1
mine,3,0,3
mini,1,0,1
minimum,1,0,1
minions,2,0,2
minister,1,0,1
minnesota,0,1,1
minor,2,0,2
minorities,1,0,1
minority,1,1,2
minors,0,0,0
mins,1,0,1
minstrel,1,0,1
minus,1,0,1
minute,3,1,4
minutes,2,0,2
miriam,1,0,1
mirror,3,0,3
misandry,1,0,1
misconduct,3,0,3
miscreant,0,0,0
misdemeanors,1,0,1
misdirection,0,1,1
miserable,0,0,0
miserably,0,1,1
misery,2,0,2
misguided,0,0,0
misinformation,1,0,1
misinformed,1,0,1
misinterpret,0,1,1
misleading,1,1,2
misogynist,1,0,1
misogynistic,1,0,1
misogyny,1,0,1
misrepresenting,1,0,1
miss,12,3,15
missed,3,1,4
missile,0,1,1
missing,3,1,4
mission,1,1,2
missions,1,0,1
missles,0,0,0
missus,1,0,1
mistake,5,0,5
mistaken,1,0,1
mistakenly,1,0,1
mistreating,2,0,2
mistreatment,0,0,0
mistress,1,0,1
mitchell,1,0,1
mix,1,0,1
mixed,1,0,1
mixes,0,0,0
mlm,0,0,0
mm,2,3,5
mmm,1,0,1
mmmhm,1,0,1
mn,1,0,1
mnuchin,0,0,0
moan,0,0,0
moaning,2,0,2
mob,0,1,1
mobile,1,0,1
mobilize,1,0,1
mobilized,0,0,0
mobs,1,1,2
mock,1,0,1
mocked,1,0,1
mockery,1,0,1
mocking,0,1,1
mode,0,0,0
model,3,1,4
models,2,0,2
moderate,1,0,1
moderates,1,0,1
modern,2,1,3
modernity,1,0,1
modi,2,0,2
moira,1,0,1
molest,0,0,0
molestation,0,1,1
molested,2,0,2
molester,0,0,0
molestors,0,1,1
molly,1,0,1
mom,7,1,8
moment,8,2,10
momma,1,0,1
mommy,1,1,2
mon,1,0,1
monahan,0,0,0
monday,3,0,3
money,37,3,40
mongering,2,0,2
monica,1,0,1
moniker,1,0,1
monitoring,1,0,1
monkey,1,0,1
monkeys,0,0,0
monologue,1,0,1
monopoly,0,0,0
monster,8,0,8
monsters,1,0,1
montel,2,0,2
month,2,0,2
months,4,0,4
monuments,0,1,1
mood,1,0,1
moonves,1,0,1
moore,6,1,7
moral,1,1,2
morality,0,0,0
morals,1,1,2
more,106,16,122
morning,1,1,2
moron,12,0,12
morons,2,1,3
morphe,1,0,1
mortgages,1,0,1
mos,0,1,1
most,46,6,52
mostly,3,1,4
mother,9,1,10
motherfuckers,1,0,1
mothers,0,0,0
mothersful,1,0,1
motivating,1,0,1
motives,2,0,2
mounties,0,1,1
mouth,18,0,18
mouthpiece,1,0,1
mouthpieces,1,0,1
move,15,4,19
moved,2,0,2
movement,7,0,7
moves,1,0,1
movie,4,0,4
movies,3,1,4
moving,4,0,4
mp,1,0,1
mps,0,1,1
mr,13,0,13
ms,6,0,6
msm,4,0,4
msmedia,1,0,1
msnbc,0,0,0
much,52,5,57
muck,0,1,1
mud,2,1,3
mueller,8,1,9
mug,1,0,1
muggin,1,0,1
mukga,1,0,1
mullah,1,0,1
mulller,1,0,1
mulroney,0,0,0
multi,0,0,0
multicultural,0,0,0
multiple,1,0,1
multiplying,0,0,0
mum,1,0,1
mumbai,0,1,1
mumbling,1,0,1
mummy,0,0,0
mumtaj,1,0,1
muppet,0,0,0
murda,1,0,1
murder,5,3,8
murdered,6,0,6
murderer,3,1,4
murderers,1,0,1
murdering,1,0,1
murders,1,0,1
murdersers,0,0,0
muscle,1,0,1
mushroom,0,1,1
mushrooms,1,0,1
music,5,0,5
muslim,4,1,5
muslims,0,0,0
mussolini,1,0,1
must,15,7,22
mute,1,0,1
muted,1,0,1
muttafuttah,1,0,1
mutts,0,1,1
mutual,0,0,0
muzzie,1,0,1
muzzle,1,0,1
mxm,1,0,1
my,139,33,172
myers,1,0,1
myriad,1,0,1
myself,8,0,8
myth,0,0,0
mythical,0,0,0
myths,1,0,1
myyy,0,0,0
na,3,0,3
naaa,0,0,0
nachos,1,0,1
nafta,2,0,2
nah,2,1,3
nail,4,0,4
nailed,1,0,1
naive,1,0,1
naked,1,0,1
name,22,4,26
named,0,1,1
names,0,0,0
naming,2,0,2
nancy,1,0,1
nansbabh,1,0,1
naomi,1,0,1
narcissism,1,0,1
narcissist,7,0,7
narcissistic,1,0,1
narrative,3,2,5
narrow,2,0,2
nas,2,0,2
nash,1,0,1
nasty,4,1,5
nation,4,5,9
national,3,1,4
nationalism,1,0,1
nationalist,1,1,2
nationalists,0,0,0
nationalization,0,0,0
nations,0,2,2
nationwide,0,0,0
native,1,1,2
natural,1,0,1
nature,1,0,1
natzi,0,1,1
naw,1,0,1
nay,0,0,0
nazi,10,2,12
naziism,0,0,0
nazis,7,5,12
nba,0,0,0
nbc,0,1,1
nbd,0,0,0
nc,0,1,1
nd,6,2,8
ndp,2,1,3
near,3,0,3
nearly,4,0,4
neat,0,0,0
nebraska,1,1,2
necessarily,0,0,0
necessary,1,0,1
neck,1,0,1
necrophiliac,1,0,1
necular,0,0,0
need,61,11,72
needa,1,0,1
needed,3,0,3
needs,44,2,46
nefarious,0,0,0
negarrrr,1,0,1
negative,5,0,5
negatively,1,0,1
negotiating,1,0,1
negotiations,1,0,1
negroes,0,0,0
neighborhoods,0,0,0
neighbors,2,0,2
neighbourhoods,0,0,0
neither,6,1,7
nellie,1,0,1
nemzet,0,0,0
neo,3,0,3
neocon,1,0,1
neonazis,1,0,1
nerd,2,0,2
nerve,5,0,5
nerves,1,0,1
net,1,0,1
netflix,1,0,1
network,0,3,3
never,71,14,85
new,12,2,14
newman,1,0,1
news,16,14,30
newspaper,1,0,1
newsweek,0,0,0
next,15,6,21
nezha,1,0,1
nfl,7,5,12
nh,0,2,2
nhs,0,0,0
nice,7,2,9
nicer,1,0,1
nick,1,0,1
nicki,3,0,3
nickname,0,1,1
nidus,1,0,1
nigerian,0,1,1
nigga,19,2,21
niggas,4,1,5
niggaz,0,0,0
nigger,2,0,2
night,10,0,10
nightmare,3,2,5
nights,0,0,0
nike,1,3,4
nine,0,1,1
niners,1,0,1
ninja,1,0,1
nintendo,0,0,0
nnor,0,0,0
no,169,33,202
noble,1,0,1
nobody,14,3,17
nods,1,0,1
nominated,2,0,2
nominatin,1,0,1
nominating,1,0,1
nomination,2,1,3
nominee,5,0,5
non,6,3,9
noncreditable,1,0,1
none,4,1,5
nonono,0,0,0
nonpresidential,0,1,1
nonprofits,1,0,1
nonsense,8,2,10
noo,1,0,1
nooooo,1,0,1
nooses,1,0,1
nope,2,1,3
nor,3,1,4
norm,3,0,3
normal,1,2,3
normalized,0,1,1
normally,1,0,1
norman,0,0,0
norms,0,0,0
north,1,2,3
northern,0,1,1
northwestern,0,1,1
nose,7,0,7
nostalgia,1,0,1
not,546,90,636
note,1,0,1
notes,0,1,1
nothing,64,11,75
notice,1,1,2
noticed,2,0,2
notions,1,0,1
notorious,0,0,0
nov,1,0,1
nova,0,0,0
november,3,0,3
now,103,16,119
nowhere,3,0,3
npr,1,0,1
nra,11,8,19
ns,0,0,0
nsa,1,1,2
ntknetwork,0,0,0
nuclear,1,1,2
nude,1,0,1
nuisances,0,0,0
nuked,1,0,1
nukes,1,0,1
number,5,1,6
numbered,1,0,1
numbers,2,2,4
numerous,1,1,2
nunes,2,0,2
nurse,1,0,1
nurses,0,0,0
nut,9,0,9
nutcases,0,0,0
nutjob,1,0,1
nutjobs,0,0,0
nuts,8,1,9
nutty,2,0,2
nvm,1,1,2
nwo,0,0,0
ny,3,0,3
nyc,1,0,1
nyt,1,0,1
oak,0,1,1
oakland,0,1,1
oath,3,0,3
oba,1,0,1
obama,38,8,46
obamas,0,0,0
obese,2,0,2
obesity,1,0,1
obey,1,0,1
obfuscate,1,0,1
object,0,0,0
objectively,0,0,0
obsessed,2,1,3
obsession,3,0,3
obsolete,1,0,1
obstruction,1,0,1
obstructionist,1,0,1
obstructionists,0,1,1
obtain,2,0,2
obumer,1,0,1
obvious,9,0,9
obviously,8,4,12
oc,2,0,2
ocasio,0,1,1
occasionally,1,0,1
occupier,1,0,1
occupy,0,0,0
occur,2,0,2
occurred,1,0,1
occurring,1,0,1
occurs,1,0,1
ocd,1,0,1
oct,0,0,0
october,0,0,0
odd,2,0,2
oddly,0,1,1
odia,1,0,1
of,657,160,817
off,52,8,60
offend,0,1,1
offended,2,0,2
offender,0,0,0
offenders,3,0,3
offends,1,0,1
offense,3,0,3
offenses,0,0,0
offensive,3,0,3
offer,2,1,3
offered,1,0,1
offers,0,1,1
office,14,1,15
officer,4,1,5
official,2,2,4
officially,0,1,1
officials,2,1,3
often,2,0,2
og,1,0,1
oga,1,0,1
oh,42,4,46
ohh,1,0,1
ohhhh,0,0,0
ohhhhhh,1,0,1
ohr,0,1,1
oil,1,0,1
oj,0,0,0
ok,16,2,18
okay,3,0,3
ol,0,0,0
old,38,5,43
older,1,0,1
oldest,0,0,0
ole,3,1,4
oligarchies,0,0,0
oliver,1,0,1
omen,1,0,1
omfg,0,0,0
omg,9,1,10
on,274,66,340
once,14,3,17
one,128,17,145
ones,11,0,11
ongoing,0,0,0
online,2,0,2
only,58,13,71
onomy,1,0,1
ontario,1,0,1
onto,1,0,1
onward,0,0,0
ooks,0,1,1
ooooo,1,0,1
ooops,1,0,1
oops,1,0,1
op,4,0,4
open,11,3,14
openborders,1,0,1
openly,1,1,2
opens,3,0,3
operate,2,0,2
operating,1,0,1
operative,1,0,1
opertiunist,1,0,1
opertunist,1,0,1
opinion,5,1,6
opinions,4,1,5
opioids,0,0,0
opponent,1,1,2
opponents,1,1,2
opportunist,4,0,4
opportunistic,2,0,2
opportunities,1,0,1
opportunity,2,0,2
oppose,0,0,0
opposing,1,2,3
opposite,2,0,2
opposition,2,0,2
oppressed,0,0,0
oppression,0,1,1
oppressive,0,1,1
ops,1,0,1
opted,2,0,2
option,1,1,2
optional,1,0,1
or,152,24,176
orange,1,0,1
oranges,1,0,1
orc,0,0,0
orcastrated,1,0,1
orchestrated,1,0,1
orcs,0,0,0
order,8,1,9
ordered,1,0,1
ordering,0,1,1
orders,2,0,2
ordinary,1,0,1
org,1,0,1
organiser,0,0,0
organization,2,5,7
organizations,0,0,0
organized,1,0,1
organs,0,0,0
orgs,1,0,1
orientation,1,0,1
original,2,0,2
originally,0,0,0
orourke,1,0,1
orrin,1,0,1
ostrich,1,0,1
osu,2,0,2
osuite,1,0,1
osuna,2,0,2
other,59,3,62
others,4,5,9
otherwise,4,0,4
otoh,1,0,1
ottawa,0,0,0
ouch,1,0,1
ought,1,0,1
our,64,16,80
ourcountry,1,0,1
ours,0,1,1
ourselves,1,1,2
oust,1,0,1
ousted,1,0,1
out,157,21,178
outcome,1,0,1
outcry,1,0,1
outdone,1,0,1
outfit,0,1,1
outlaws,0,0,0
outplayed,2,0,2
outrage,3,3,6
outraged,1,1,2
outright,0,1,1
outs,0,1,1
outside,5,3,8
outsider,1,0,1
outta,3,0,3
ovens,0,0,0
over,51,9,60
overall,1,0,1
overbearing,1,0,1
overbite,0,0,0
overdose,1,0,1
overhyped,1,0,1
overlook,0,0,0
overlords,0,0,0
overpaid,1,0,1
overrated,0,1,1
overrun,0,0,0
overstating,0,0,0
overturned,1,0,1
overturning,0,0,0
owe,1,0,1
owen,0,0,0
owened,1,0,1
owens,1,0,1
owes,1,1,2
own,35,7,42
owned,2,0,2
owner,3,0,3
owners,0,1,1
ownership,3,2,5
owning,2,0,2
owns,3,0,3
oy,0,0,0
pac,1,0,1
pace,1,0,1
pacified,1,0,1
pacing,1,0,1
pack,0,2,2
packaged,1,0,1
packed,0,0,0
packer,1,0,1
packing,1,0,1
paedophiles,0,0,0
paedophilia,0,0,0
pagan,0,1,1
page,2,0,2
pages,1,0,1
pahh,1,0,1
paid,16,1,17
pain,2,1,3
painful,2,0,2
paint,2,0,2
painting,2,0,2
pair,2,0,2
paired,1,0,1
pairs,1,0,1
pakistani,4,0,4
pal,1,0,1
paladino,1,0,1
palate,0,1,1
pale,1,0,1
palin,1,0,1
palled,1,0,1
pallets,1,0,1
pals,1,0,1
paltry,0,0,0
pander,0,0,0
pandering,1,0,1
pandits,1,0,1
panic,0,0,0
panthers,0,0,0
panties,1,0,1
pants,7,1,8
papacy,1,0,1
paper,7,0,7
papers,1,0,1
pappy,2,0,2
par,1,0,1
parades,0,1,1
paranoid,2,0,2
parasite,1,0,1
parasitic,1,0,1
pardon,1,1,2
parent,1,0,1
parenthood,0,0,0
parents,3,1,4
paris,1,0,1
park,1,1,2
parking,1,0,1
parkland,0,0,0
parliament,0,1,1
parody,0,0,0
parrot,2,0,2
parroting,1,0,1
part,22,5,27
partial,1,0,1
participate,1,0,1
particratic,0,0,0
particular,1,0,1
partisan,0,0,0
partisans,1,0,1
partnering,1,0,1
party,29,14,43
pass,8,1,9
passed,3,1,4
passes,0,0,0
passively,0,0,0
passport,2,0,2
past,8,3,11
pastor,0,0,0
patch,0,0,0
patchmade,1,0,1
path,1,0,1
pathetic,11,1,12
pathological,2,0,2
patient,0,0,0
patreon,1,0,1
patrick,1,0,1
patriot,0,0,0
patriotic,0,0,0
patriotism,1,0,1
patriots,1,1,2
patrol,1,0,1
pattern,1,0,1
patting,1,0,1
paul,3,0,3
pavlovian,1,0,1
pawn,1,1,2
pay,16,6,22
paycheck,1,0,1
payday,0,0,0
payer,1,0,1
payers,2,0,2
paying,5,3,8
payoffs,0,0,0
payroll,1,0,1
pays,3,1,4
pbs,0,0,0
pc,1,0,1
