,negative,positive,total
heavens,0,1,1
heavier,0,1,1
heavily,0,1,1
heavy,1,1,2
heck,2,2,4
heifer,0,1,1
height,1,1,2
heightened,0,1,1
heights,0,1,1
heil,0,1,1
heinz,0,1,1
held,0,10,10
helen,0,1,1
hell,7,47,54
hell0,1,0,1
hello,1,0,1
hells,0,1,1
helmet,0,1,1
help,4,57,61
helped,0,6,6
helpful,0,1,1
helping,0,10,10
helpless,0,1,1
helpmto,0,1,1
helsinki,0,1,1
hemorrhoids,0,1,1
henderson,0,1,1
henny,0,1,1
henry,0,2,2
her,28,329,357
here,8,53,61
heritage,0,1,1
herman,0,1,1
hermann,0,1,1
hernandez,0,1,1
hero,2,3,5
heroic,0,1,1
heroics,0,1,1
heros,0,1,1
hers,1,1,2
herself,2,14,16
hes,1,6,7
hey,0,15,15
hi,1,2,3
hid,0,3,3
hidden,1,1,2
hide,0,9,9
hideous,0,1,1
hides,0,1,1
hiding,1,9,10
hierarchy,0,2,2
high,5,25,30
higher,2,7,9
highest,0,7,7
highlights,0,1,1
highly,0,2,2
highschool,0,1,1
hightechlynching,1,0,1
highway,0,1,1
hijack,0,1,1
hijinx,0,1,1
hilarious,1,9,10
hilariously,0,1,1
hilary,0,2,2
hill,0,6,6
hillary,4,23,27
hillbillies,0,2,2
hilliary,0,1,1
hills,0,1,1
him,14,184,198
himself,0,33,33
hind,0,1,1
hinder,0,1,1
hindu,0,1,1
hinduphobia,0,1,1
hindus,0,2,2
hint,0,3,3
hippie,0,2,2
hire,0,2,2
hired,0,2,2
hires,0,1,1
hiring,1,0,1
his,19,305,324
hispanic,0,2,2
hispanics,1,3,4
historical,0,2,2
historically,0,1,1
history,5,22,27
hit,0,31,31
hitlary,0,1,1
hitler,0,6,6
hitlers,1,0,1
hitman,0,1,1
hits,1,0,1
hitter,0,1,1
hitting,3,2,5
hiv,0,1,1
hivites,0,1,1
hiya,1,0,1
hmm,0,1,1
hmmm,0,4,4
hmmmm,1,2,3
hmu,0,1,1
ho,0,1,1
hoax,1,2,3
hobag,0,1,1
hockey,0,1,1
hog,1,2,3
hogg,0,2,2
hol,0,2,2
hold,1,16,17
holder,1,25,26
holders,0,1,1
holding,0,12,12
hole,0,11,11
holes,0,2,2
holiday,0,2,2
holland,0,1,1
hollering,0,1,1
holly,1,0,1
hollyweird,1,2,3
hollyweirdo,1,0,1
hollywood,1,9,10
hollywoodisscum,0,1,1
holocaust,0,1,1
holster,2,0,2
holt,0,1,1
holy,6,17,23
home,5,31,36
homeless,0,2,2
homeoffice,1,0,1
homeowner,0,1,1
homer,1,1,2
homes,0,3,3
hometown,0,1,1
homework,0,1,1
homicide,0,3,3
homicides,1,3,4
homie,1,0,1
homies,0,2,2
homophobes,0,1,1
homophobia,0,2,2
homophobic,0,1,1
homosexual,0,2,2
homosexuality,0,1,1
honest,0,8,8
honestly,0,13,13
honey,0,1,1
honked,0,1,1
honor,0,1,1
honorable,0,5,5
hoo,1,3,4
hooch,1,0,1
hood,0,6,6
hooded,0,1,1
hoods,0,6,6
hook,0,3,3
hooked,0,1,1
hooks,0,1,1
hooo,0,1,1
hope,5,52,57
hopefully,1,10,11
hopelessly,0,1,1
hoping,1,6,7
hoppe,0,1,1
hopping,0,1,1
horibble,1,0,1
hormones,1,0,1
horrendous,0,1,1
horrendously,1,0,1
horrible,1,17,18
horrid,0,2,2
horrifically,0,1,1
horrifying,0,1,1
horrorland,0,1,1
horrors,0,1,1
horse,0,2,2
horses,0,1,1
horwath,0,2,2
hospital,0,5,5
hostage,0,1,1
hostile,0,2,2
hosting,0,1,1
hosts,0,1,1
hot,4,10,14
hotdogs,0,1,1
hotel,0,3,3
hottest,0,1,1
hotties,0,1,1
hour,2,6,8
hourglass,0,1,1
hourly,0,1,1
hours,1,2,3
house,3,20,23
houseguest,0,1,1
housemate,0,1,1
houses,0,1,1
housing,0,4,4
housingcrisis,0,1,1
housingmarket,0,1,1
how,25,266,291
howa,1,0,1
however,0,4,4
howitzer,0,1,1
hows,0,1,1
hplyk,1,0,1
hq,0,1,1
hrc,1,6,7
hrgggg,0,1,1
hs,1,2,3
hshshahhsjjjsjsjs,0,1,1
hste,0,1,1
hubby,0,2,2
hubris,0,1,1
huckabee,0,1,1
huge,0,7,7
huh,4,2,6
human,2,39,41
humane,0,1,1
humanity,1,0,1
humanitys,0,1,1
humans,0,5,5
humiliated,0,2,2
humiliating,0,1,1
humor,1,2,3
humour,0,1,1
humping,1,0,1
hun,0,1,1
hundred,0,1,1
hundreds,0,4,4
hung,0,2,2
hungary,0,1,1
hungery,1,0,1
hungry,0,2,2
hunnid,0,1,1
hunt,2,2,4
hunted,0,2,2
hunter,0,1,1
hunters,0,2,2
hunting,0,1,1
hunts,0,1,1
hurled,0,1,1
hurricane,0,13,13
hurricaneflorence,0,1,1
hurricaneflorence2018,0,1,1
hurricanemaria,1,1,2
hurricanes,0,2,2
hurry,0,1,1
hurt,4,25,29
hurtful,0,1,1
hurting,1,3,4
hurts,1,4,5
husband,0,10,10
hush,0,1,1
hussein,2,1,3
hussle,0,1,1
hws,0,1,1
hy,0,1,1
hype,2,4,6
hyping,0,1,1
hypocrisy,0,16,16
hypocrisymuch,0,1,1
hypocrite,0,19,19
hypocrites,1,12,13
hypocritical,1,8,9
hypothetical,0,1,1
hysteria,0,1,1
hysterical,0,1,1
hyt,0,1,1
ia,0,1,1
iannello,0,1,1
ib,0,1,1
ice,2,6,8
icon,2,2,4
idaho,0,1,1
idc,0,1,1
idea,1,15,16
ideals,0,2,2
ideas,1,8,9
identify,0,2,2
identity,0,5,5
identypolitics,0,1,1
ideology,0,5,5
idio,0,1,1
idiocy,0,1,1
idioms,0,1,1
idiot,5,50,55
idiotalert,0,1,1
idiotic,1,5,6
idiots,0,22,22
idk,3,8,11
idle,1,0,1
idol,0,1,1
idolatrous,0,1,1
ids,0,1,1
if,28,312,340
ifu,0,1,1
ig,0,1,1
ign,1,0,1
ignorance,1,9,10
ignorant,3,29,32
ignore,1,12,13
ignored,0,3,3
ignores,1,0,1
ignoring,1,1,2
iguanas,0,1,1
ijustdontseemyself,0,1,1
ik,0,1,1
ikkk,0,1,1
ikr,0,1,1
ilk,0,2,2
ill,1,10,11
illegal,1,23,24
illegally,0,2,2
illegals,2,7,9
illegitimacy,0,1,1
illegitimate,0,1,1
illest,1,0,1
illigal,0,1,1
illinois,2,2,4
illios,0,1,1
illiterate,0,1,1
illiterates,1,0,1
illllegal,0,1,1
illness,0,3,3
illogical,0,1,1
ily,0,1,1
im,11,27,38
ima,0,1,1
image,0,2,2
imaginary,0,2,2
imagine,2,21,23
imagined,0,1,1
imagines,0,1,1
imagining,0,1,1
imbalanced,0,1,1
imbecild,0,1,1
imbecile,0,2,2
imho,0,1,1
imlovingit,0,1,1
imma,0,1,1
immature,0,3,3
immaturity,0,1,1
immediarely,0,1,1
immediate,1,2,3
immediately,0,2,2
immigrant,0,3,3
immigrantion,1,0,1
immigrants,0,15,15
immigrantsilegals,0,1,1
immigration,1,5,6
immoral,0,3,3
immortal,0,1,1
imo,0,3,3
imp,0,1,1
impacted,0,2,2
impart,0,1,1
imparting,0,1,1
impatient,0,1,1
impeach,0,2,2
impeachable,1,1,2
impeached,0,2,2
impeachjeffsessions,0,1,1
impeachment,0,1,1
impeccable,0,1,1
impenetrable,0,1,1
imperative,0,1,1
implant,0,1,1
implausible,0,1,1
implement,0,1,1
implemented,2,2,4
implies,0,1,1
imploding,0,1,1
imply,1,0,1
implying,0,2,2
important,0,8,8
imposed,0,2,2
imposing,1,1,2
impossible,0,2,2
imposters,0,1,1
impoverished,0,1,1
impressive,0,1,1
improve,1,1,2
improved,0,2,2
imwithsnoop,1,0,1
in,89,849,938
inability,0,4,4
inaction,0,1,1
inadequate,0,1,1
inadmissible,0,1,1
inanimate,0,1,1
inappropriate,0,1,1
inbox,1,0,1
inbred,0,1,1
incapable,0,7,7
incarcerated,0,1,1
incarnate,0,3,3
inch,0,2,2
incident,0,2,2
incidents,0,1,1
inciting,1,3,4
incl,0,1,1
inclined,0,1,1
includes,1,2,3
including,1,9,10
income,0,2,2
incomes,0,1,1
incoming,1,0,1
incompatibles,1,0,1
incompetency,0,1,1
incompetent,0,7,7
inconceivable,1,0,1
inconsistent,0,2,2
increase,0,4,4
increased,0,1,1
increases,0,1,1
increasingly,1,1,2
incredible,0,2,2
incredibly,0,2,2
inculcate,0,1,1
indeed,1,5,6
independence,0,1,1
independent,1,2,3
independents,0,1,1
indescretion,1,0,1
india,0,7,7
indian,0,1,1
indiana,0,2,2
indicates,0,1,1
indication,0,1,1
indicators,0,1,1
indicted,0,3,3
indifferent,0,1,1
individual,0,5,5
individuals,0,3,3
indoctrinate,0,1,1
indoctrinated,0,1,1
indoctrinating,0,2,2
indonesia,0,1,1
induced,0,1,1
inducing,0,1,1
industries,0,1,1
industry,0,2,2
ineffective,0,3,3
inept,0,2,2
inevitable,1,1,2
inexcusable,0,3,3
inexperienced,0,1,1
infant,1,0,1
infertile,0,1,1
infiltrate,0,1,1
infiltration,0,1,1
infinitely,1,0,1
inflict,0,1,1
inflicting,0,1,1
inflicts,0,1,1
influences,0,1,1
influencing,0,1,1
influential,0,1,1
info,0,7,7
inform,0,1,1
information,2,2,4
informed,1,0,1
infringed,0,1,1
infringing,0,1,1
infuriating,0,1,1
ing,0,1,1
inhales,1,0,1
inherently,0,1,1
iniated,0,1,1
injecting,0,1,1
injured,0,3,3
injuried,1,0,1
injury,0,1,1
injustice,0,2,2
injustices,0,2,2
inmate,0,1,1
inmates,0,1,1
inn,1,0,1
inna,0,1,1
inner,0,1,1
innocence,0,2,2
innocent,2,22,24
innuendoes,0,1,1
inquiring,0,1,1
insane,0,16,16
insanely,1,0,1
insanity,0,2,2
insecure,0,1,1
insecurities,0,1,1
inside,0,4,4
insist,0,2,2
inspiring,0,1,1
inspo,0,1,1
insta,0,1,1
installation,0,1,1
installed,0,1,1
installing,0,1,1
instance,0,1,1
instances,0,1,1
instant,0,1,1
instantly,0,1,1
instead,3,25,28
instigating,0,1,1
instituted,1,1,2
institution,0,1,1
institutionalracism,0,1,1
institutions,0,1,1
insulating,1,0,1
insult,0,2,2
insulting,0,5,5
insults,1,2,3
insurance,0,1,1
insures,0,1,1
integrity,0,1,1
intel,0,1,1
intellectual,0,4,4
intellectualidiot,0,1,1
intellectuals,0,1,1
intellegence,0,1,1
intelligence,0,4,4
intelligent,1,6,7
intended,0,3,3
intent,0,1,1
intention,0,4,4
intentionally,0,2,2
intentions,0,1,1
interest,0,5,5
interested,3,2,5
interesting,0,4,4
interests,0,3,3
interim,0,1,1
internalized,0,1,1
international,0,4,4
internet,0,6,6
internment,0,1,1
interrupt,0,1,1
interrupting,0,1,1
interrupts,0,1,1
intervene,1,0,1
interview,1,8,9
interviewed,0,1,1
interviews,0,2,2
inthe,0,2,2
intimidate,0,1,1
intimidation,0,2,2
intitled,0,1,1
into,9,66,75
intolerant,0,2,2
introduced,0,1,1
introduces,0,1,1
introducing,0,1,1
intrusion,0,1,1
invaded,1,0,1
invaders,0,1,1
invading,0,1,1
invasion,0,1,1
inventive,0,1,1
investigate,1,7,8
investigated,1,7,8
investigates,0,1,1
investigation,1,7,8
investigations,0,3,3
investigative,0,1,1
investment,0,1,1
investors,0,1,1
invisible,0,3,3
invitation,1,0,1
invite,0,2,2
invited,0,1,1
invites,0,1,1
inviting,0,1,1
invoking,1,0,1
involve,0,1,1
involved,0,6,6
involves,0,2,2
iowa,0,1,1
ipad,0,1,1
iphone,0,3,3
iq,0,6,6
ira,0,1,1
iran,0,15,15
iranian,0,2,2
iranians,0,1,1
iraqi,0,1,1
ireland,1,2,3
irish,2,0,2
ironic,0,3,3
ironically,0,1,1
irony,0,2,2
irrationality,0,1,1
irredeemable,0,1,1
irrelevant,0,5,5
irresponsible,1,4,5
irreversibly,0,1,1
irritating,0,1,1
irs,0,2,2
is,213,2157,2370
isaac,0,1,1
ish,0,1,1
isis,0,7,7
islam,0,3,3
islamic,0,2,2
islamophobe,0,2,2
islamophobia,0,1,1
island,1,1,2
islands,0,1,1
isn,3,53,56
isnt,1,3,4
israel,1,7,8
israeli,0,2,2
issue,3,21,24
issues,4,11,15
it,110,900,1010
italian,0,3,3
italians,0,1,1
itch,0,1,1
its,8,61,69
itself,1,3,4
itstime,0,1,1
ittabloid,0,1,1
iv,0,1,1
ivan,0,1,1
ivana,0,1,1
ivanka,0,1,1
ive,1,2,3
iwas,0,1,1
iwillnotsubmit,0,1,1
iya,0,1,1
jack,0,3,3
jackdorseyisabigot,0,1,1
jacked,0,2,2
jackets,0,1,1
jacks,0,2,2
jackson,0,1,1
jaclyn,0,1,1
jacob,1,0,1
jacobreesmogg,0,1,1
jag,0,1,1
jahs,0,1,1
jail,0,26,26
jailed,0,3,3
jam,0,1,1
james,0,1,1
jamie,0,2,2
jane,0,2,2
japan,0,1,1
jared,0,1,1
jarrett,0,2,2
jason,1,0,1
jaws,0,3,3
jay,0,3,3
jazzy,0,1,1
jc,1,0,1
jc4pmnow,0,1,1
jd,0,1,1
jdkdkdd,0,1,1
jealous,0,5,5
jean,0,2,2
jeans,0,2,2
jeff,0,9,9
jefferson,0,1,1
jehovah,0,1,1
jen,1,0,1
jeopardy,1,3,4
jeremy,0,2,2
jerk,0,3,3
jerkoff,0,1,1
jerks,0,1,1
jerry,0,6,6
jersey,0,2,2
jerusalem,0,1,1
jess,0,2,2
jesse,0,2,2
jester,0,1,1
jesuit,0,1,1
jesus,0,10,10
jesuschrist,0,1,1
jesusisgod,0,1,1
jesusislord,0,1,1
jesussaves,0,1,1
jet,0,1,1
jewish,0,2,2
jews,1,2,3
jhdsfhjsg,0,1,1
jihadi,0,1,1
jihadist,0,1,1
jihoons,0,1,1
jill,0,1,1
jim,0,1,1
jimjordan,0,1,1
jimmy,0,1,1
jisoo,0,1,1
jk,1,1,2
jmatt,0,1,1
jmo,0,2,2
jo,0,1,1
joan,0,1,1
job,5,41,46
jobless,0,2,2
jobs,2,13,15
joe,2,13,15
joebiden,0,2,2
joedonttouchsomuch,0,1,1
jogging,0,1,1
john,0,9,9
johnson,0,3,3
join,1,2,3
joining,0,1,1
joint,1,2,3
joke,2,16,18
jokes,1,6,7
joking,2,2,4
jolie,0,1,1
jolt,0,1,1
jon,0,2,2
jones,1,5,6
jordan,1,1,2
jose,1,1,2
joseph,0,1,1
josh,1,1,2
journalism,0,3,3
journalist,0,3,3
journalistic,0,1,1
journalists,0,3,3
journos,0,1,1
joy,1,1,2
jpm,0,1,1
jr,0,6,6
js,0,1,1
jsjdhkdfhjfkfkhsjdhd,0,1,1
juan,0,4,4
juanita,0,1,1
judge,1,30,31
judged,0,1,1
judgekavanaugh,0,1,1
judgement,0,1,1
judges,0,7,7
judgeships,0,1,1
judging,0,2,2
judgment,0,1,1
judicial,1,3,4
julie,0,1,1
july,0,1,1
jump,0,4,4
jumping,0,2,2
jumpsuit,1,0,1
jun,0,1,1
june,0,1,1
junior,0,2,2
junkees,1,0,1
junkets,0,1,1
junkies,0,1,1
jurisdiction,0,1,1
jurist,0,1,1
jury,0,2,2
just,49,344,393
justice,0,14,14
justifications,0,1,1
justifies,0,1,1
justify,1,5,6
justifying,0,1,1
justin,0,3,3
justsayin,0,1,1
justsaying,0,1,1
juvenile,0,2,2
jv,1,0,1
jwb,0,1,1
kaepernick,0,3,3
kag,1,11,12
kag2018,0,2,2
kag2020,0,2,2
kamala,0,2,2
kameron,0,1,1
kanaugh,0,1,1
kangaka,0,1,1
kangaroo,0,1,1
kansas,0,2,2
kanye,1,1,2
kap,0,1,1
kappa,0,1,1
karma,1,1,2
kashmiri,0,1,1
kate,0,3,3
kathua,0,1,1
kav,0,1,1
kavanagh,0,1,1
kavanaugh,7,74,81
kavanaughconfirmation,0,2,2
kavanaughconfirmationhearings,0,3,3
kavanaughscotus,0,1,1
kavanaughwithdraw,0,1,1
kavannah,0,1,1
kavano,0,1,1
kavanope,0,1,1
kavanugh,0,1,1
kavenaugh,0,1,1
kavenaughs,0,1,1
kay,0,1,1
kaylor,0,1,1
kaze,0,1,1
kc,0,1,1
kdksksks,0,1,1
ke,1,0,1
ked,0,1,1
keel,0,1,1
keele,0,1,1
keemstar,0,1,1
keen,0,1,1
keep,5,74,79
keeping,1,1,2
keepinghis,0,1,1
keeps,0,9,9
keith,0,6,6
keithellisonabuse,0,1,1
keller,0,1,1
kennedy,0,2,2
kept,4,5,9
kerr,0,1,1
kerry,0,8,8
kettle,0,3,3
key,0,3,3
keyboard,0,1,1
khan,0,1,1
kick,2,6,8
kickass,0,1,1
kicked,0,6,6
kicking,1,2,3
kicks,0,1,1
kid,0,17,17
kida,0,1,1
kidding,1,1,2
kids,3,32,35
kiki,0,1,1
kill,7,32,39
killary,1,0,1
killed,2,27,29
killer,1,6,7
killers,0,5,5
killing,4,15,19
killings,0,4,4
kills,1,3,4
killthezebras,0,1,1
kim,0,2,2
kind,3,35,38
kinda,0,8,8
kindness,0,1,1
kinds,0,4,4
kinew,0,1,1
king,0,2,2
kinky,0,2,2
kira,0,2,2
kirinodere,0,1,1
kiss,0,5,5
kisses,0,1,1
kissing,0,3,3
kitchen,0,1,1
kkk,0,23,23
kl,0,1,1
klan,0,2,2
klansmen,0,1,1
kliff,0,1,1
knack,1,0,1
knee,1,2,3
kneejerk,0,1,1
kneelers,0,1,1
kneeling,0,4,4
knees,0,1,1
knew,1,19,20
knife,0,3,3
knighthood,0,1,1
knock,0,2,2
knocked,0,1,1
knocking,0,1,1
knot,0,1,1
knots,0,1,1
know,23,207,230
knowing,0,3,3
knowingly,0,2,2
knowledge,2,2,4
knowledgeable,0,1,1
known,1,15,16
knows,5,40,45
knucklehead,0,1,1
kochs,0,1,1
kochsucker,0,1,1
kookoo,0,1,1
kooky,0,2,2
kool,0,1,1
koolaid,0,2,2
koolaide,0,1,1
korea,0,3,3
korzemba,0,1,1
kp,0,1,1
kpop,0,1,1
krav,0,1,1
kravmaga,0,1,1
krazee,0,1,1
krishn,2,0,2
krishna,0,2,2
krishnaji,0,1,1
krisna,0,1,1
kryptonian,0,1,1
kuran,0,2,2
kurds,0,1,1
kurt,0,2,2
kushner,0,1,1
kw,0,1,1
kwasia,0,1,1
kyle,0,1,1
l6,0,1,1
la,1,1,2
lab,0,1,1
label,0,5,5
labeled,1,1,2
labeling,0,1,1
labelled,0,1,1
laborers,0,1,1
labour,1,6,7
labourparty,0,1,1
lack,1,11,12
lacked,0,1,1
lackey,0,1,1
ladder,0,1,1
ladies,0,4,4
lady,1,9,10
lair,0,1,1
lake,0,2,2
lakergang,0,1,1
lama,0,1,1
lambs,0,1,1
lame,1,3,4
lamebotas,0,1,1
laments,0,1,1
land,0,4,4
landed,0,1,1
landon,0,2,2
landowners,0,1,1
lands,0,1,1
lane,0,1,1
language,0,2,2
lap,0,2,2
lapdpgs,0,1,1
large,0,3,3
largely,0,1,1
larger,0,1,1
largest,0,2,2
larries,0,1,1
larry,0,1,1
las,0,1,1
lasa,1,0,1
laser,0,1,1
last,3,28,31
lasting,0,1,1
late,1,4,5
lately,0,3,3
later,1,8,9
latest,0,4,4
latex,0,1,1
latino,0,3,3
latinos,0,1,1
latte,0,1,1
latter,0,1,1
laud,0,1,1
laugh,0,7,7
laughable,1,2,3
laughed,0,2,2
laughing,1,2,3
laughs,0,1,1
launch,0,1,1
laura,0,1,1
law,6,59,65
lawbreakers,0,1,1
lawless,0,1,1
lawlessness,0,1,1
lawmakers,1,0,1
laws,8,62,70
lawyer,0,7,7
lawyers,0,1,1
lax,1,1,2
lay,0,1,1
layer,0,1,1
laying,0,1,1
lazy,1,7,8
lbc,0,2,2
lbcradio,0,1,1
lbs,0,2,2
lead,0,4,4
leader,0,20,20
leaders,1,9,10
leadership,0,4,4
leading,2,3,5
leads,0,1,1
leaf,0,1,1
leaflet,0,1,1
league,2,3,5
leah,0,1,1
leak,0,2,2
leaked,0,1,1
lean,0,1,1
leaning,0,4,4
leans,0,1,1
learn,1,9,10
learned,0,1,1
learns,0,1,1
least,4,22,26
leather,0,1,1
leave,1,22,23
leaving,0,3,3
lebron,0,1,1
lecture,0,1,1
lectures,0,1,1
lecturing,0,1,1
led,1,1,2
leeches,0,1,1
lefist,0,1,1
left,8,114,122
leftest,0,2,2
leftie,0,1,1
lefties,1,8,9
leftist,0,23,23
leftists,0,10,10
lefts,0,1,1
leftwing,1,1,2
leftwingliberaldisease,0,1,1
lefty,0,6,6
leftys,0,1,1
leg,0,3,3
legacy,0,1,1
legal,0,10,10
legalize,0,3,3
legalized,0,1,1
legally,0,3,3
legend,0,2,2
legendary,1,0,1
legends,1,1,2
legion,0,1,1
legislate,0,1,1
legislation,0,5,5
legislative,0,1,1
legislatively,0,1,1
legislatures,0,1,1
legit,1,3,4
legitamately,0,1,1
legitimate,0,2,2
legs,1,3,4
leia,0,1,1
lemme,0,1,1
lemmings,0,1,1
lemon,0,1,1
lemons,0,1,1
lend,0,1,1
lengths,0,2,2
leniency,0,1,1
lenin,0,1,1
leninist,0,1,1
lens,0,1,1
leo,0,1,1
leona,0,1,1
leone,0,1,1
leopard,0,1,1
leos,0,1,1
lesbian,0,4,4
leslie,0,2,2
less,4,18,22
lesser,0,2,2
lesson,0,1,1
let,8,84,92
letgod,0,1,1
lethal,1,1,2
lethargic,0,1,1
lets,1,5,6
letsgovern,0,1,1
letter,0,3,3
letters,0,1,1
letting,1,5,6
level,1,11,12
levels,0,2,2
leveon,0,1,1
levi,1,2,3
levin,0,1,1
levis,0,2,2
levistrauss,0,1,1
lewinski,0,1,1
lewis,0,1,1
lgbt,0,3,3
lgbtq,0,3,3
li,1,0,1
liability,0,2,2
liar,0,59,59
liarinchief,0,1,1
liars,0,10,10
libdemconf,0,1,1
libel,0,2,2
liberal,1,96,97
liberalism,0,4,4
liberalismcausesmentalretardation,0,1,1
liberalismisamentaldisease,0,1,1
liberalismisamentaldisorder,1,1,2
liberals,24,529,553
liberals4guns,0,1,1
libertarian,0,1,1
liberties,0,1,1
liberty,0,3,3
libfail,0,1,1
libs,1,6,7
libshateamerica,0,1,1
libtard,1,3,4
libtards,0,4,4
libya,0,2,2
license,0,2,2
lick,0,2,2
lickawitch,0,1,1
licked,0,1,1
licker,0,1,1
licking,1,1,2
lie,1,45,46
lied,1,7,8
lier,1,5,6
lies,3,48,51
life,11,65,76
lifetime,0,2,2
lift,0,1,1
lifting,1,1,2
light,0,4,4
lighting,0,1,1
lightly,0,1,1
ligic,0,1,1
like,53,423,476
liked,0,5,5
likely,5,14,19
likeness,0,1,1
likenoother,0,1,1
liker,0,1,1
likes,1,5,6
liketake,0,1,1
liketrump,0,1,1
liking,0,1,1
lil,1,5,6
lilextra,0,1,1
limbaugh,0,1,1
limbs,0,2,2
limit,0,2,2
limited,0,3,3
limits,1,4,5
limousine,0,1,1
lincoln,0,2,2
linda,0,1,1
lindasarsour,0,1,1
lindsey,0,4,4
line,2,23,25
lines,1,3,4
lining,0,2,2
link,1,4,5
linked,0,1,1
linking,1,0,1
lion,0,2,2
lions,1,0,1
lips,0,3,3
lird,0,1,1
lisa,0,2,2
list,0,9,9
listed,1,1,2
listen,2,16,18
listened,0,2,2
listeners,0,1,1
listening,0,6,6
listens,0,1,1
lists,0,2,2
lit,2,1,3
lite,0,1,1
literally,4,29,33
literalviolence,0,1,1
litmus,0,1,1
litterly,0,1,1
little,4,43,47
live,3,27,30
lived,0,3,3
livelihood,0,1,1
lives,1,32,33
livid,0,1,1
living,3,10,13
ll,4,64,68
lmaaaaoooo,1,0,1
lmao,5,26,31
lmaoo,0,1,1
lmaooo,1,4,5
lmaoooo,0,4,4
lmaoooooo,0,1,1
lmaooooooo,0,1,1
lmbo,0,1,1
lmfaoo,0,1,1
lmfaooooo,0,1,1
lnvestigation,0,1,1
load,0,3,3
loan,0,3,3
loans,1,2,3
lobbied,0,1,1
lobby,0,4,4
lobbyist,0,1,1
lobe,0,1,1
local,3,5,8
lock,0,9,9
locked,0,1,1
lockherup,1,1,2
lockthemallup,0,5,5
loco,1,0,1
locomotive,0,1,1
log,0,1,1
logan,0,1,1
loghat,0,1,1
logic,2,1,3
logical,0,2,2
loitering,0,1,1
lokk,0,1,1
lol,18,76,94
loli,1,0,1
lolol,0,1,1
lolololololololo,1,0,1
london,0,4,4
lonely,0,1,1
long,3,38,41
longer,0,10,10
look,7,79,86
looked,3,3,6
lookin,0,1,1
looking,4,28,32
lookout,0,1,1
looks,3,23,26
loon,0,1,1
looney,0,2,2
looneyleft,0,1,1
loony,0,3,3
looong,0,1,1
looool,0,1,1
loop,1,0,1
loose,0,4,4
loosing,0,2,2
loot,1,0,1
looting,1,0,1
lord,1,4,5
lorna,0,1,1
lose,2,16,18
loser,1,13,14
losers,0,10,10
loses,0,2,2
losing,1,16,17
loss,0,3,3
losser,0,1,1
losses,0,1,1
lost,5,36,41
lot,4,29,33
lots,0,7,7
lotta,0,1,1
lotto,0,1,1
loud,0,4,4
louder,0,4,4
loudmouth,0,1,1
louis,0,4,4
louisiana,0,1,1
lousy,0,1,1
love,10,65,75
loved,1,8,9
loveit,0,1,1
lovers,0,1,1
loves,0,8,8
loving,0,3,3
low,3,20,23
lower,0,9,9
lowest,0,2,2
lowkie,0,1,1
lowlands,1,0,1
lowlife,1,1,2
lowlifes,0,1,1
lowliness,1,0,1
loyal,0,3,3
loyalwolf,1,0,1
lst,0,1,1
lt,0,13,13
lucerferian,1,0,1
luck,1,5,6
lucked,0,1,1
luckily,0,1,1
lucky,0,5,5
luigi,0,1,1
lump,0,5,5
lumpenprole,0,1,1
lunacy,0,2,2
lunatic,0,9,9
lunaticleft,0,1,1
lunatics,0,3,3
lunch,0,1,1
lurking,0,1,1
lust,0,1,1
lusted,0,1,1
lutely,1,0,1
luv,0,2,2
luves,0,1,1
lying,3,62,65
lyingliberals,1,0,1
lynch,0,2,2
lynched,0,1,1
lynching,0,2,2
lynchings,0,1,1
lynn,0,1,1
ma,1,1,2
maaaad,0,1,1
mac,0,7,7
machine,0,1,1
machinelearning,0,1,1
mad,1,10,11
madam,0,2,2
made,3,42,45
madigan,0,1,1
madman,0,1,1
madmaxinewaters,0,1,1
madness,0,1,1
mafia,0,1,1
maga,28,278,306
maga2018,0,1,1
maga2020,1,1,2
maga2kag,0,1,1
magadingdong,0,1,1
magarallyrules,0,1,1
magas,0,1,1
magats,0,1,1
magazine,1,1,2
maggie,0,1,1
maggot,0,1,1
magnificent,0,1,1
magnum,0,1,1
magyar,0,1,1
mah,0,1,1
maid,0,1,1
mailer,1,0,1
main,1,4,5
mainly,0,2,2
mainstream,0,1,1
maintain,0,1,1
major,0,7,7
majorities,0,1,1
majority,1,14,15
make,8,111,119
makeamericaamericaagain,1,0,1
makeamericagreatagain,1,1,2
makeamericasafeagain,1,0,1
makeamericasaneagain,1,0,1
makeamericastrongagain,1,0,1
maker,0,1,1
makers,0,1,1
makes,7,31,38
makewise,0,1,1
making,2,34,36
mal,0,1,1
malarkey,0,1,1
male,0,6,6
males,0,1,1
malfunction,1,0,1
malign,0,1,1
malignant,1,1,2
mama,0,1,1
man,11,94,105
manafort,0,2,2
manage,1,1,2
management,0,2,2
manager,0,1,1
mandy,0,1,1
mandys,0,1,1
maneuver,0,1,1
manga,1,0,1
mangina,0,1,1
mango,0,1,1
manhattan,0,1,1
maniac,0,1,1
manifesto,1,0,1
manifort,0,1,1
manipulate,0,2,2
manipulated,0,1,1
manipulation,0,1,1
manipulator,0,1,1
manitoba,0,1,1
manly,0,1,1
mann,0,1,1
manner,0,1,1
manners,0,1,1
mans,0,2,2
manship,1,0,1
mantra,1,0,1
manufactured,1,0,1
manufacturing,0,1,1
many,10,65,75
mao,0,2,2
maoist,0,1,1
march,1,3,4
marches,0,2,2
